;     Time	Volt	         X	         Y	        Th	      encX	      encY	     encTh	  corrEncX	  corrEncY	 corrEncTh	TransV	RotV
1491596623	13.00	     -7103	      -911	      -100	     -7103	      -911	      -100	     -7103	      -911	      -100	106	15
1491596623	13.00	     -7104	      -921	       -98	     -7104	      -921	       -98	     -7104	      -921	       -98	106	13
1491596623	13.00	     -7106	      -932	       -97	     -7106	      -932	       -97	     -7106	      -932	       -97	108	13
1491596623	13.00	     -7107	      -943	       -95	     -7107	      -943	       -95	     -7107	      -943	       -95	112	14
1491596623	13.00	     -7108	      -955	       -94	     -7108	      -955	       -94	     -7108	      -955	       -94	114	13
1491596623	13.00	     -7109	      -967	       -93	     -7109	      -967	       -93	     -7109	      -967	       -93	118	14
1491596624	13.00	     -7110	      -979	       -91	     -7110	      -979	       -91	     -7110	      -979	       -91	120	14
1491596624	13.00	     -7110	      -992	       -90	     -7110	      -992	       -90	     -7110	      -992	       -90	124	13
1491596624	13.00	     -7110	     -1005	       -89	     -7110	     -1005	       -89	     -7110	     -1005	       -89	132	14
1491596624	13.00	     -7110	     -1019	       -87	     -7110	     -1019	       -87	     -7110	     -1019	       -87	136	14
1491596624	13.00	     -7109	     -1033	       -86	     -7109	     -1033	       -86	     -7109	     -1033	       -86	138	13
1491596624	13.00	     -7108	     -1048	       -85	     -7108	     -1048	       -85	     -7108	     -1048	       -85	148	14
1491596624	13.00	     -7106	     -1063	       -83	     -7106	     -1063	       -83	     -7106	     -1063	       -83	152	14
1491596624	13.00	     -7105	     -1079	       -82	     -7105	     -1079	       -82	     -7105	     -1079	       -82	158	13
1491596624	13.00	     -7102	     -1096	       -80	     -7102	     -1096	       -80	     -7102	     -1096	       -80	172	14
1491596624	13.00	     -7099	     -1113	       -79	     -7099	     -1113	       -79	     -7099	     -1113	       -79	176	13
1491596625	13.00	     -7096	     -1132	       -78	     -7096	     -1132	       -78	     -7096	     -1132	       -78	188	14
1491596625	13.00	     -7091	     -1151	       -76	     -7091	     -1151	       -76	     -7091	     -1151	       -76	196	14
1491596625	13.00	     -7086	     -1173	       -76	     -7086	     -1173	       -76	     -7086	     -1173	       -76	226	4
1491596625	13.00	     -7080	     -1198	       -76	     -7080	     -1198	       -76	     -7080	     -1198	       -76	256	0
1491596625	13.00	     -7073	     -1226	       -76	     -7073	     -1226	       -76	     -7073	     -1226	       -76	286	0
1491596625	13.00	     -7065	     -1257	       -76	     -7065	     -1257	       -76	     -7065	     -1257	       -76	317	0
1491596625	13.00	     -7057	     -1291	       -76	     -7057	     -1291	       -76	     -7057	     -1291	       -76	347	0
1491596625	13.00	     -7047	     -1328	       -76	     -7047	     -1328	       -76	     -7047	     -1328	       -76	377	0
1491596625	13.00	     -7038	     -1367	       -76	     -7038	     -1367	       -76	     -7038	     -1367	       -76	400	0
1491596625	13.00	     -7028	     -1406	       -76	     -7028	     -1406	       -76	     -7028	     -1406	       -76	400	0
1491596626	13.00	     -7018	     -1446	       -76	     -7018	     -1446	       -76	     -7018	     -1446	       -76	400	0
1491596626	13.00	     -7008	     -1485	       -76	     -7008	     -1485	       -76	     -7008	     -1485	       -76	400	0
1491596626	13.00	     -6998	     -1524	       -76	     -6998	     -1524	       -76	     -6998	     -1524	       -76	400	0
1491596626	13.00	     -6989	     -1563	       -76	     -6989	     -1563	       -76	     -6989	     -1563	       -76	400	0
1491596626	13.00	     -6979	     -1602	       -76	     -6979	     -1602	       -76	     -6979	     -1602	       -76	400	0
1491596626	13.00	     -6969	     -1641	       -76	     -6969	     -1641	       -76	     -6969	     -1641	       -76	400	0
1491596626	13.00	     -6959	     -1680	       -76	     -6959	     -1680	       -76	     -6959	     -1680	       -76	400	0
1491596626	13.00	     -6950	     -1719	       -76	     -6950	     -1719	       -76	     -6950	     -1719	       -76	400	0
1491596626	13.00	     -6940	     -1758	       -76	     -6940	     -1758	       -76	     -6940	     -1758	       -76	400	0
1491596626	13.00	     -6930	     -1797	       -76	     -6930	     -1797	       -76	     -6930	     -1797	       -76	400	0
1491596627	13.00	     -6920	     -1837	       -76	     -6920	     -1837	       -76	     -6920	     -1837	       -76	400	0
1491596627	13.00	     -6910	     -1876	       -76	     -6910	     -1876	       -76	     -6910	     -1876	       -76	400	0
1491596627	13.00	     -6901	     -1915	       -76	     -6901	     -1915	       -76	     -6901	     -1915	       -76	400	0
1491596627	13.00	     -6891	     -1954	       -76	     -6891	     -1954	       -76	     -6891	     -1954	       -76	400	0
1491596627	13.00	     -6881	     -1993	       -76	     -6881	     -1993	       -76	     -6881	     -1993	       -76	400	0
1491596627	13.00	     -6871	     -2032	       -76	     -6871	     -2032	       -76	     -6871	     -2032	       -76	400	0
1491596627	13.00	     -6862	     -2071	       -76	     -6862	     -2071	       -76	     -6862	     -2071	       -76	400	0
1491596627	13.00	     -6852	     -2110	       -76	     -6852	     -2110	       -76	     -6852	     -2110	       -76	400	0
1491596627	13.00	     -6842	     -2149	       -76	     -6842	     -2149	       -76	     -6842	     -2149	       -76	400	0
1491596627	13.00	     -6832	     -2188	       -76	     -6832	     -2188	       -76	     -6832	     -2188	       -76	400	0
1491596628	13.00	     -6823	     -2227	       -76	     -6823	     -2227	       -76	     -6823	     -2227	       -76	400	0
1491596628	13.00	     -6813	     -2267	       -76	     -6813	     -2267	       -76	     -6813	     -2267	       -76	400	0
1491596628	13.00	     -6803	     -2306	       -76	     -6803	     -2306	       -76	     -6803	     -2306	       -76	400	0
1491596628	13.00	     -6793	     -2345	       -76	     -6793	     -2345	       -76	     -6793	     -2345	       -76	400	0
1491596628	13.00	     -6783	     -2384	       -76	     -6783	     -2384	       -76	     -6783	     -2384	       -76	400	0
1491596628	13.00	     -6774	     -2423	       -76	     -6774	     -2423	       -76	     -6774	     -2423	       -76	400	0
1491596628	13.00	     -6764	     -2462	       -76	     -6764	     -2462	       -76	     -6764	     -2462	       -76	400	0
1491596628	13.00	     -6754	     -2501	       -76	     -6754	     -2501	       -76	     -6754	     -2501	       -76	400	0
1491596628	13.00	     -6744	     -2540	       -76	     -6744	     -2540	       -76	     -6744	     -2540	       -76	400	0
1491596628	13.00	     -6735	     -2579	       -76	     -6735	     -2579	       -76	     -6735	     -2579	       -76	400	0
1491596629	13.00	     -6725	     -2618	       -76	     -6725	     -2618	       -76	     -6725	     -2618	       -76	400	0
1491596629	13.00	     -6716	     -2655	       -75	     -6716	     -2655	       -75	     -6716	     -2655	       -75	370	10
1491596629	13.00	     -6707	     -2688	       -74	     -6707	     -2688	       -74	     -6707	     -2688	       -74	338	14
1491596629	13.00	     -6698	     -2717	       -72	     -6698	     -2717	       -72	     -6698	     -2717	       -72	308	14
1491596629	13.00	     -6689	     -2744	       -71	     -6689	     -2744	       -71	     -6689	     -2744	       -71	278	13
1491596629	13.00	     -6681	     -2768	       -69	     -6681	     -2768	       -69	     -6681	     -2768	       -69	248	15
1491596629	13.00	     -6674	     -2789	       -68	     -6674	     -2789	       -68	     -6674	     -2789	       -68	218	15
1491596629	13.00	     -6666	     -2806	       -66	     -6666	     -2806	       -66	     -6666	     -2806	       -66	188	15
1491596629	13.00	     -6660	     -2821	       -65	     -6660	     -2821	       -65	     -6660	     -2821	       -65	158	13
1491596629	13.00	     -6654	     -2833	       -64	     -6654	     -2833	       -64	     -6654	     -2833	       -64	128	14
1491596630	13.00	     -6650	     -2842	       -62	     -6650	     -2842	       -62	     -6650	     -2842	       -62	98	14
1491596630	13.00	     -6647	     -2848	       -61	     -6647	     -2848	       -61	     -6647	     -2848	       -61	68	13
1491596630	13.00	     -6645	     -2851	       -60	     -6645	     -2851	       -60	     -6645	     -2851	       -60	39	14
1491596630	13.00	     -6644	     -2852	       -58	     -6644	     -2852	       -58	     -6644	     -2852	       -58	8	14
1491596630	13.00	     -6644	     -2852	       -57	     -6644	     -2852	       -57	     -6644	     -2852	       -57	0	13
1491596630	13.00	     -6644	     -2852	       -55	     -6644	     -2852	       -55	     -6644	     -2852	       -55	0	14
1491596630	13.00	     -6644	     -2852	       -54	     -6644	     -2852	       -54	     -6644	     -2852	       -54	0	13
1491596630	13.00	     -6644	     -2852	       -53	     -6644	     -2852	       -53	     -6644	     -2852	       -53	0	14
1491596630	13.00	     -6644	     -2852	       -51	     -6644	     -2852	       -51	     -6644	     -2852	       -51	0	15
1491596630	13.00	     -6644	     -2852	       -50	     -6644	     -2852	       -50	     -6644	     -2852	       -50	0	13
1491596631	13.00	     -6644	     -2852	       -49	     -6644	     -2852	       -49	     -6644	     -2852	       -49	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596631	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596632	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
1491596632	13.00	     -6644	     -2852	       -47	     -6644	     -2852	       -47	     -6644	     -2852	       -47	0	14
;        Time	Volt	         X	         Y	        Th	      encX	      encY	     encTh	  corrEncX	  corrEncY	 corrEncTh	TransV	RotV
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596758	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596759	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         0	         0	         0	         0	         0	         0	         0	0	0
1491596760	13.00	         0	         0	         1	         0	         0	         1	         0	         0	         1	0	10
1491596760	13.00	         0	         0	         2	         0	         0	         2	         0	         0	         2	0	14
1491596760	13.00	         0	         0	         4	         0	         0	         4	         0	         0	         4	0	14
1491596760	13.00	         0	         0	         5	         0	         0	         5	         0	         0	         5	0	13
1491596760	13.00	         0	         0	         6	         0	         0	         6	         0	         0	         6	0	14
1491596761	13.00	         0	         0	         8	         0	         0	         8	         0	         0	         8	0	14
1491596761	13.00	         0	         0	         9	         0	         0	         9	         0	         0	         9	0	13
1491596761	13.00	         0	         0	        11	         0	         0	        11	         0	         0	        11	0	14
1491596761	13.00	         0	         0	        12	         0	         0	        12	         0	         0	        12	0	13
1491596761	13.00	         0	         0	        13	         0	         0	        13	         0	         0	        13	0	14
1491596761	13.00	         0	         0	        15	         0	         0	        15	         0	         0	        15	0	14
1491596761	13.00	         0	         0	        16	         0	         0	        16	         0	         0	        16	0	13
1491596761	13.00	         0	         0	        17	         0	         0	        17	         0	         0	        17	0	14
1491596761	13.00	         0	         0	        19	         0	         0	        19	         0	         0	        19	0	14
1491596761	13.00	         0	         0	        20	         0	         0	        20	         0	         0	        20	0	13
1491596762	13.00	         0	         0	        21	         0	         0	        21	         0	         0	        21	0	14
1491596762	13.00	         0	         0	        23	         0	         0	        23	         0	         0	        23	0	14
1491596762	13.00	         0	         0	        24	         0	         0	        24	         0	         0	        24	0	13
1491596762	13.00	         0	         0	        26	         0	         0	        26	         0	         0	        26	0	14
1491596762	13.00	         0	         0	        27	         0	         0	        27	         0	         0	        27	0	13
1491596762	13.00	         0	         0	        28	         0	         0	        28	         0	         0	        28	0	14
1491596762	13.00	         0	         0	        30	         0	         0	        30	         0	         0	        30	0	14
1491596762	13.00	         0	         0	        31	         0	         0	        31	         0	         0	        31	0	13
1491596762	13.00	         3	         2	        32	         3	         2	        32	         3	         2	        32	30	14
1491596762	13.00	         8	         5	        34	         8	         5	        34	         8	         5	        34	60	14
1491596763	13.00	        15	        10	        35	        15	        10	        35	        15	        10	        35	90	13
1491596763	13.00	        24	        16	        36	        24	        16	        36	        24	        16	        36	106	14
1491596763	13.00	        33	        22	        38	        33	        22	        38	        33	        22	        38	104	14
1491596763	13.00	        41	        29	        39	        41	        29	        39	        41	        29	        39	108	13
1491596763	13.00	        50	        36	        41	        50	        36	        41	        50	        36	        41	112	14
1491596763	13.00	        59	        44	        42	        59	        44	        42	        59	        44	        42	114	13
1491596763	13.00	        68	        52	        43	        68	        52	        43	        68	        52	        43	118	14
1491596763	13.00	        77	        60	        45	        77	        60	        45	        77	        60	        45	120	14
1491596763	13.00	        86	        69	        46	        86	        69	        46	        86	        69	        46	124	13
1491596763	13.00	        95	        78	        47	        95	        78	        47	        95	        78	        47	130	14
1491596764	13.00	       104	        88	        49	       104	        88	        49	       104	        88	        49	132	14
1491596764	13.00	       113	        99	        50	       113	        99	        50	       113	        99	        50	136	13
1491596764	13.00	       122	       110	        51	       122	       110	        51	       122	       110	        51	146	14
1491596764	13.00	       132	       122	        53	       132	       122	        53	       132	       122	        53	150	14
1491596764	13.00	       141	       134	        54	       141	       134	        54	       141	       134	        54	156	13
1491596764	13.00	       151	       148	        56	       151	       148	        56	       151	       148	        56	168	14
1491596764	13.00	       161	       163	        57	       161	       163	        57	       161	       163	        57	174	13
1491596764	13.00	       171	       178	        58	       171	       178	        58	       171	       178	        58	182	14
1491596764	13.00	       181	       194	        60	       181	       194	        60	       181	       194	        60	190	14
1491596764	13.00	       193	       213	        60	       193	       213	        60	       193	       213	        60	220	4
1491596765	13.00	       205	       235	        60	       205	       235	        60	       205	       235	        60	250	0
1491596765	13.00	       219	       260	        60	       219	       260	        60	       219	       260	        60	280	0
1491596765	13.00	       235	       287	        60	       235	       287	        60	       235	       287	        60	311	0
1491596765	13.00	       252	       317	        60	       252	       317	        60	       252	       317	        60	341	0
1491596765	13.00	       271	       349	        60	       271	       349	        60	       271	       349	        60	371	0
1491596765	13.00	       291	       384	        60	       291	       384	        60	       291	       384	        60	400	0
1491596765	13.00	       311	       419	        60	       311	       419	        60	       311	       419	        60	400	0
1491596765	13.00	       331	       454	        60	       331	       454	        60	       331	       454	        60	400	0
1491596765	13.00	       351	       489	        60	       351	       489	        60	       351	       489	        60	400	0
1491596765	13.00	       371	       524	        60	       371	       524	        60	       371	       524	        60	400	0
1491596766	13.00	       392	       559	        60	       392	       559	        60	       392	       559	        60	400	0
1491596766	13.00	       412	       593	        60	       412	       593	        60	       412	       593	        60	400	0
1491596766	13.00	       432	       628	        60	       432	       628	        60	       432	       628	        60	400	0
1491596766	13.00	       452	       663	        60	       452	       663	        60	       452	       663	        60	400	0
1491596766	13.00	       472	       698	        60	       472	       698	        60	       472	       698	        60	400	0
1491596766	13.00	       492	       733	        60	       492	       733	        60	       492	       733	        60	400	0
1491596766	13.00	       512	       768	        60	       512	       768	        60	       512	       768	        60	400	0
1491596766	13.00	       532	       803	        60	       532	       803	        60	       532	       803	        60	400	0
1491596766	13.00	       553	       838	        60	       553	       838	        60	       553	       838	        60	400	0
1491596766	13.00	       573	       873	        60	       573	       873	        60	       573	       873	        60	400	0
1491596767	13.00	       593	       908	        60	       593	       908	        60	       593	       908	        60	400	0
1491596767	13.00	       613	       943	        60	       613	       943	        60	       613	       943	        60	400	0
1491596767	13.00	       633	       977	        60	       633	       977	        60	       633	       977	        60	400	0
1491596767	13.00	       653	      1012	        60	       653	      1012	        60	       653	      1012	        60	400	0
1491596767	13.00	       673	      1047	        60	       673	      1047	        60	       673	      1047	        60	400	0
1491596767	13.00	       694	      1082	        60	       694	      1082	        60	       694	      1082	        60	400	0
1491596767	13.00	       714	      1117	        60	       714	      1117	        60	       714	      1117	        60	400	0
1491596767	13.00	       734	      1152	        60	       734	      1152	        60	       734	      1152	        60	400	0
1491596767	13.00	       754	      1187	        60	       754	      1187	        60	       754	      1187	        60	400	0
1491596767	13.00	       774	      1222	        60	       774	      1222	        60	       774	      1222	        60	400	0
1491596768	13.00	       794	      1257	        60	       794	      1257	        60	       794	      1257	        60	400	0
1491596768	13.00	       814	      1292	        60	       814	      1292	        60	       814	      1292	        60	400	0
1491596768	13.00	       834	      1327	        60	       834	      1327	        60	       834	      1327	        60	400	0
1491596768	13.00	       855	      1361	        60	       855	      1361	        60	       855	      1361	        60	400	0
1491596768	13.00	       875	      1396	        60	       875	      1396	        60	       875	      1396	        60	400	0
1491596768	13.00	       895	      1431	        60	       895	      1431	        60	       895	      1431	        60	400	0
1491596768	13.00	       915	      1466	        60	       915	      1466	        60	       915	      1466	        60	400	0
1491596768	13.00	       935	      1501	        60	       935	      1501	        60	       935	      1501	        60	400	0
1491596768	13.00	       955	      1536	        60	       955	      1536	        60	       955	      1536	        60	400	0
1491596768	13.00	       975	      1571	        60	       975	      1571	        60	       975	      1571	        60	400	0
1491596769	13.00	       995	      1606	        60	       995	      1606	        60	       995	      1606	        60	400	0
1491596769	13.00	      1016	      1641	        60	      1016	      1641	        60	      1016	      1641	        60	400	0
1491596769	13.00	      1036	      1676	        60	      1036	      1676	        60	      1036	      1676	        60	400	0
1491596769	13.00	      1056	      1711	        60	      1056	      1711	        60	      1056	      1711	        60	400	0
1491596769	13.00	      1076	      1746	        60	      1076	      1746	        60	      1076	      1746	        60	400	0
1491596769	13.00	      1096	      1780	        60	      1096	      1780	        60	      1096	      1780	        60	400	0
1491596769	13.00	      1116	      1815	        60	      1116	      1815	        60	      1116	      1815	        60	400	0
1491596769	13.00	      1136	      1850	        60	      1136	      1850	        60	      1136	      1850	        60	400	0
1491596769	13.00	      1157	      1885	        60	      1157	      1885	        60	      1157	      1885	        60	400	0
1491596769	13.00	      1177	      1920	        60	      1177	      1920	        60	      1177	      1920	        60	400	0
1491596770	13.00	      1197	      1955	        60	      1197	      1955	        60	      1197	      1955	        60	400	0
1491596770	13.00	      1217	      1990	        60	      1217	      1990	        60	      1217	      1990	        60	400	0
1491596770	13.00	      1237	      2025	        60	      1237	      2025	        60	      1237	      2025	        60	400	0
1491596770	13.00	      1257	      2060	        60	      1257	      2060	        60	      1257	      2060	        60	400	0
1491596770	13.00	      1277	      2095	        60	      1277	      2095	        60	      1277	      2095	        60	400	0
1491596770	13.00	      1297	      2130	        60	      1297	      2130	        60	      1297	      2130	        60	400	0
1491596770	13.00	      1318	      2164	        60	      1318	      2164	        60	      1318	      2164	        60	400	0
1491596770	13.00	      1338	      2199	        60	      1338	      2199	        60	      1338	      2199	        60	400	0
1491596770	13.00	      1358	      2234	        60	      1358	      2234	        60	      1358	      2234	        60	400	0
1491596770	13.00	      1378	      2269	        60	      1378	      2269	        60	      1378	      2269	        60	400	0
1491596771	13.00	      1398	      2304	        60	      1398	      2304	        60	      1398	      2304	        60	400	0
1491596771	13.00	      1418	      2339	        60	      1418	      2339	        60	      1418	      2339	        60	400	0
1491596771	13.00	      1438	      2374	        60	      1438	      2374	        60	      1438	      2374	        60	400	0
1491596771	13.00	      1458	      2409	        60	      1458	      2409	        60	      1458	      2409	        60	400	0
